"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Adames, Willy",642715,"SF","FF","4-Seam Fastball",-0.3,-1,"379",37.8,"101","0.228","0.38","0.31",12.7,10.9,11.2,"0.255","0.524","0.357",54.9
"Devers, Rafael",646240,"BOS","FF","4-Seam Fastball",1.5,7,"487",42.2,"93","0.303","0.579","0.432",35.3,21.5,12.4,"0.318","0.654","0.461",60.7
"Duran, Jarren",680776,"BOS","FF","4-Seam Fastball",0.7,2,"372",37.1,"91","0.278","0.481","0.365",24.7,20.9,21.6,"0.304","0.477","0.395",60.7
"Yastrzemski, Mike",573262,"SF","FF","4-Seam Fastball",-1.8,-6,"343",41.5,"90","0.183","0.305","0.252",23.7,31.1,27.5,"0.182","0.376","0.276",46.3
"Riley, Austin",663586,"ATL","FF","4-Seam Fastball",-0.6,-2,"397",39,"90","0.228","0.316","0.303",25.9,28.9,19.4,"0.25","0.398","0.328",54.7
"Tucker, Kyle",663656,"CHC","FF","4-Seam Fastball",2.2,7,"335",34,"89","0.229","0.471","0.39",14.2,7.9,9.6,"0.311","0.692","0.478",54
"India, Jonathan",663697,"KC","FF","4-Seam Fastball",-1,-3,"339",35.8,"89","0.227","0.267","0.286",16,13.5,11,"0.266","0.398","0.349",35.9
"Friedl, TJ",670770,"CIN","FF","4-Seam Fastball",1.5,5,"351",37.6,"88","0.382","0.474","0.423",5.7,5.7,7,"0.311","0.385","0.351",31.9
"Pasquantino, Vinnie",686469,"KC","FF","4-Seam Fastball",0.5,2,"331",37.6,"88","0.228","0.43","0.367",12.7,9.1,9.6,"0.274","0.568","0.39",45.1
"Flores, Wilmer",527038,"SF","FF","4-Seam Fastball",0.1,0,"317",34.4,"87","0.263","0.487","0.349",14.9,12.6,10.3,"0.25","0.413","0.316",23.2
"Santana, Carlos",467793,"CLE","FF","4-Seam Fastball",0,0,"296",32.1,"87","0.263","0.355","0.327",16.4,12.6,14.5,"0.233","0.424","0.323",34.8
"Raleigh, Cal",663728,"SEA","FF","4-Seam Fastball",1,4,"351",33.8,"86","0.23","0.5","0.371",21.1,23.3,17.4,"0.247","0.566","0.391",44.4
"Butler, Lawrence",671732,"ATH","FF","4-Seam Fastball",0.4,1,"301",32.8,"85","0.276","0.434","0.347",29.6,23.5,22,"0.253","0.434","0.335",50
"Nootbaar, Lars",663457,"STL","FF","4-Seam Fastball",0.1,0,"325",31.3,"85","0.247","0.37","0.328",7.3,14.1,15.4,"0.295","0.519","0.396",57.4
"Perdomo, Geraldo",672695,"AZ","FF","4-Seam Fastball",1.4,6,"434",43.4,"85","0.284","0.463","0.39",9.3,8.2,6.2,"0.279","0.446","0.374",28.6
"Larnach, Trevor",663616,"MIN","FF","4-Seam Fastball",-1.2,-3,"265",30.4,"84","0.2","0.4","0.285",14.3,13.1,17.5,"0.291","0.492","0.351",43.5
"Gurriel Jr., Lourdes",666971,"AZ","FF","4-Seam Fastball",-0.4,-1,"281",34.5,"84","0.243","0.419","0.326",11.2,9.5,10.5,"0.246","0.421","0.32",36.8
"Olson, Matt",621566,"ATL","FF","4-Seam Fastball",1.6,6,"375",34.5,"84","0.257","0.643","0.427",27.7,22.6,15.3,"0.287","0.695","0.457",62.7
"Santander, Anthony",623993,"TOR","FF","4-Seam Fastball",-2.2,-8,"367",42.1,"83","0.137","0.205","0.206",27.7,32.5,25,"0.163","0.242","0.236",46.8
"McMahon, Ryan",641857,"COL","FF","4-Seam Fastball",1.9,7,"370",38.9,"83","0.273","0.5","0.396",21,15.7,10.6,"0.301","0.587","0.437",53.7
"Lindor, Francisco",596019,"NYM","FF","4-Seam Fastball",-0.1,0,"375",36.1,"83","0.257","0.486","0.36",13.9,12,10.1,"0.298","0.548","0.404",50.8
"Stowers, Kyle",669065,"MIA","FF","4-Seam Fastball",1.7,5,"324",39.9,"82","0.268","0.592","0.396",35.1,32.9,30.7,"0.304","0.729","0.468",60
"Happ, Ian",664023,"CHC","FF","4-Seam Fastball",0.2,1,"367",39.8,"82","0.242","0.333","0.333",18.4,22,18.4,"0.251","0.377","0.345",50
"Volpe, Anthony",683011,"NYY","FF","4-Seam Fastball",1.8,6,"328",34.2,"82","0.314","0.557","0.41",30.1,24.4,19.6,"0.274","0.517","0.386",62.7
"Stott, Bryson",681082,"PHI","FF","4-Seam Fastball",0.6,3,"446",46,"81","0.319","0.522","0.412",19.8,19.8,11.8,"0.282","0.454","0.362",37
"Betts, Mookie",605141,"LAD","FF","4-Seam Fastball",1.6,5,"333",36.6,"81","0.328","0.469","0.412",6.8,3.7,5.5,"0.359","0.569","0.451",41.9
"Lee, Jung Hoo",808982,"SF","FF","4-Seam Fastball",-1.9,-6,"308",34,"80","0.23","0.297","0.266",8.2,11.3,10.3,"0.322","0.46","0.365",27.7
"García, Adolis",666969,"TEX","FF","4-Seam Fastball",-0.9,-3,"300",36.4,"80","0.186","0.314","0.266",25.7,27.5,19.6,"0.236","0.427","0.325",51
"Albies, Ozzie",645277,"ATL","FF","4-Seam Fastball",-0.5,-1,"263",30.5,"80","0.188","0.362","0.297",23.1,18.8,24.6,"0.226","0.418","0.33",33.3
"Abreu, Wilyer",677800,"BOS","FF","4-Seam Fastball",-0.1,0,"349",43.2,"80","0.183","0.408","0.298",25.1,28.7,19.5,"0.204","0.46","0.325",39.6
"Crawford, J.P.",641487,"SEA","FF","4-Seam Fastball",-0.3,-1,"379",38.8,"80","0.207","0.276","0.334",23.1,21.3,15.6,"0.211","0.314","0.352",23.8
"Schwarber, Kyle",656941,"PHI","FF","4-Seam Fastball",3.2,11,"331",30.2,"79","0.3","0.683","0.491",27.1,21.5,20,"0.308","0.745","0.501",67.4
"Semien, Marcus",543760,"TEX","FF","4-Seam Fastball",-0.9,-2,"239",26.4,"79","0.25","0.309","0.301",20.7,19,18.5,"0.243","0.402","0.329",35.2
"Turner, Trea",607208,"PHI","FF","4-Seam Fastball",0.3,1,"310",32.4,"78","0.319","0.493","0.381",18.7,21.8,19.8,"0.26","0.474","0.346",41.5
"Arraez, Luis",650333,"SD","FF","4-Seam Fastball",-0.1,0,"310",40.6,"78","0.3","0.471","0.351",5.6,3.8,4.5,"0.259","0.317","0.283",17.4
"Freeman, Freddie",518692,"LAD","FF","4-Seam Fastball",2.8,7,"255",35.4,"78","0.366","0.592","0.448",23.6,15.4,16.9,"0.363","0.635","0.448",52.5
"Toglia, Michael",669911,"COL","FF","4-Seam Fastball",-2.6,-7,"286",34.7,"78","0.169","0.211","0.206",29.1,34.6,34.2,"0.231","0.313","0.27",33.3
"Kwan, Steven",680757,"CLE","FF","4-Seam Fastball",-0.2,-1,"329",33.7,"77","0.292","0.462","0.378",5.8,3.9,3.4,"0.318","0.447","0.382",15.9
"Frelick, Sal",686217,"MIL","FF","4-Seam Fastball",0,0,"283",33.7,"77","0.279","0.412","0.357",9.9,7.8,8.1,"0.276","0.384","0.333",33.9
"De La Cruz, Elly",682829,"CIN","FF","4-Seam Fastball",1.4,4,"293",30.3,"77","0.338","0.648","0.439",26.8,23.4,24.3,"0.287","0.637","0.41",64.2
"Paredes, Isaac",670623,"HOU","FF","4-Seam Fastball",1.6,5,"302",28.3,"76","0.308","0.523","0.405",8.7,13.2,10.9,"0.327","0.524","0.411",38.2
"Chapman, Matt",656305,"SF","FF","4-Seam Fastball",-0.7,-3,"381",38.6,"76","0.206","0.333","0.311",28.7,23.7,18,"0.274","0.465","0.38",46.7
"Harper, Bryce",547180,"PHI","FF","4-Seam Fastball",2.7,8,"291",32.7,"76","0.271","0.559","0.427",29.7,19.7,21.1,"0.284","0.612","0.448",61.4
"Edwards, Xavier",669364,"MIA","FF","4-Seam Fastball",-1.2,-4,"299",42.3,"76","0.25","0.313","0.318",8.1,15.8,16.4,"0.27","0.345","0.334",40.4
"Ohtani, Shohei",660271,"LAD","FF","4-Seam Fastball",2.6,8,"301",29.5,"75","0.329","0.729","0.459",17.6,16,19.4,"0.375","0.87","0.532",74.1
"Carroll, Corbin",682998,"AZ","FF","4-Seam Fastball",4.6,13,"280",27.8,"75","0.382","0.897","0.546",28,30.7,30.3,"0.344","0.833","0.509",68.9
"Vargas, Miguel",678246,"CWS","FF","4-Seam Fastball",0.5,2,"360",38.3,"75","0.213","0.525","0.379",19.8,18.7,12.3,"0.233","0.496","0.378",51.1
"Rooker, Brent",667670,"ATH","FF","4-Seam Fastball",-1.7,-4,"257",27.8,"75","0.162","0.309","0.246",21.5,32,29.6,"0.218","0.472","0.327",45.5
"Story, Trevor",596115,"BOS","FF","4-Seam Fastball",-2.5,-8,"318",35.3,"75","0.147","0.162","0.19",21.5,29.3,19.8,"0.177","0.272","0.239",39.1
"Lowe, Nathaniel",663993,"WSH","FF","4-Seam Fastball",-0.9,-3,"362",35.4,"75","0.246","0.338","0.305",27.6,32,20.9,"0.257","0.38","0.33",47.6
"Bellinger, Cody",641355,"NYY","FF","4-Seam Fastball",0.8,2,"274",30.3,"74","0.246","0.59","0.393",19.4,18.9,17.7,"0.282","0.649","0.427",42
"Castellanos, Nick",592206,"PHI","FF","4-Seam Fastball",1.5,3,"225",25.7,"74","0.353","0.544","0.402",20.2,24.3,25.7,"0.298","0.526","0.371",56.9
"Witt Jr., Bobby",677951,"KC","FF","4-Seam Fastball",-0.3,-1,"306",33.6,"73","0.25","0.441","0.311",23.2,30.1,22.7,"0.266","0.516","0.353",59.6
"Pages, Andy",681624,"LAD","FF","4-Seam Fastball",0.6,2,"284",34.1,"73","0.273","0.47","0.353",14.8,17.8,13.5,"0.268","0.463","0.348",34
"Wade Jr., LaMonte",664774,"SF","FF","4-Seam Fastball",-1,-3,"318",44.4,"73","0.169","0.271","0.293",17.2,11,8.4,"0.228","0.374","0.336",30.8
"Bohm, Alec",664761,"PHI","FF","4-Seam Fastball",-1.7,-4,"264",32.9,"73","0.265","0.294","0.264",11.9,20.5,18.1,"0.297","0.438","0.349",52.7
"Arozarena, Randy",668227,"SEA","FF","4-Seam Fastball",-0.2,-1,"346",34.4,"73","0.19","0.413","0.314",37.9,34.2,21.2,"0.269","0.526","0.385",65.8
"Wilson, Jacob",805779,"ATH","SI","Sinker",1.4,3,"204",27.6,"72","0.368","0.485","0.396",3.8,2.8,6.7,"0.263","0.319","0.277",37.9
"Swanson, Dansby",621020,"CHC","FF","4-Seam Fastball",-1.6,-4,"252",26.6,"72","0.227","0.47","0.325",31.3,25,24,"0.282","0.638","0.4",58
"Suzuki, Seiya",673548,"CHC","FF","4-Seam Fastball",1.6,5,"329",32.4,"72","0.246","0.639","0.406",21,27.8,16,"0.319","0.68","0.453",69
"Langford, Wyatt",694671,"TEX","FF","4-Seam Fastball",1.6,4,"258",32.5,"71","0.254","0.61","0.416",21.7,21.1,20.8,"0.265","0.651","0.435",52.3
"Donovan, Brendan",680977,"STL","FF","4-Seam Fastball",2.9,8,"267",30.3,"71","0.467","0.6","0.504",6,5.6,6.5,"0.366","0.561","0.444",44.6
"Naylor, Josh",647304,"AZ","FF","4-Seam Fastball",-0.5,-1,"213",27.2,"70","0.25","0.406","0.317",11.1,10,12.7,"0.258","0.386","0.312",42.1
"Reynolds, Bryan",668804,"PIT","FF","4-Seam Fastball",-1,-3,"272",27.9,"70","0.246","0.4","0.297",19.4,27.1,25.7,"0.35","0.669","0.44",66
"Ozuna, Marcell",542303,"ATL","FF","4-Seam Fastball",2.1,6,"307",29.8,"70","0.278","0.537","0.416",16.3,15.7,11.2,"0.302","0.608","0.448",68.2
"Busch, Michael",683737,"CHC","FF","4-Seam Fastball",-0.4,-1,"256",31.3,"70","0.219","0.375","0.304",14.5,27.1,21.6,"0.254","0.497","0.349",57.8
"Bogaerts, Xander",593428,"SD","FF","4-Seam Fastball",-0.9,-2,"235",27.7,"70","0.246","0.298","0.314",5.6,11.4,20.5,"0.287","0.407","0.369",54.9
"Crow-Armstrong, Pete",691718,"CHC","FF","4-Seam Fastball",0.6,2,"284",33,"70","0.219","0.531","0.339",30.1,37.1,25.2,"0.225","0.528","0.343",51.3
"Contreras, William",661388,"MIL","FF","4-Seam Fastball",0.6,2,"295",32.4,"69","0.259","0.333","0.382",25.2,26.1,21.2,"0.234","0.41","0.366",44.4
"Rutschman, Adley",668939,"BAL","FF","4-Seam Fastball",-0.2,-1,"283",32.6,"69","0.217","0.367","0.321",12.3,11.6,11.6,"0.282","0.515","0.385",46.2
"Chourio, Jackson",694192,"MIL","FF","4-Seam Fastball",-1,-3,"275",30.4,"69","0.242","0.455","0.325",18.8,24.6,22.1,"0.228","0.377","0.276",42.9
"Perez, Salvador",521692,"KC","FF","4-Seam Fastball",-0.9,-2,"220",27.7,"69","0.267","0.317","0.315",22.2,17.4,21.1,"0.32","0.564","0.417",56.3
"Bregman, Alex",608324,"BOS","FF","4-Seam Fastball",0.9,2,"237",26.7,"69","0.258","0.5","0.358",13.3,18.8,18.6,"0.282","0.596","0.402",57.1
"Suárez, Eugenio",553993,"AZ","FF","4-Seam Fastball",1.7,5,"290",30.7,"69","0.237","0.627","0.409",26.3,23.2,17.6,"0.263","0.618","0.427",65.9
"Ward, Taylor",621493,"LAA","FF","4-Seam Fastball",-0.8,-2,"268",27.7,"69","0.219","0.469","0.307",19,18.8,17.1,"0.292","0.658","0.411",55.8
"Kepler, Max",596146,"PHI","FF","4-Seam Fastball",0.9,2,"287",38.3,"68","0.236","0.527","0.391",20.4,16.2,14.9,"0.267","0.607","0.429",52.3
"Harris II, Michael",671739,"ATL","FF","4-Seam Fastball",-2.4,-6,"260",32.5,"68","0.231","0.354","0.275",19.6,20.6,20,"0.288","0.48","0.334",48.1
"Conforto, Michael",624424,"LAD","FF","4-Seam Fastball",0.2,0,"272",33.1,"68","0.212","0.346","0.347",24.8,22.1,19.2,"0.291","0.509","0.425",51.4
"Manzardo, Kyle",700932,"CLE","FF","4-Seam Fastball",0.6,2,"249",31.4,"68","0.228","0.439","0.342",27.6,25,20.7,"0.224","0.533","0.36",42.9
"Massey, Michael",686681,"KC","FF","4-Seam Fastball",-3.2,-8,"262",36.3,"68","0.172","0.234","0.2",19.9,13.2,14.1,"0.215","0.316","0.248",32.1
"Wagaman, Eric",676572,"MIA","FF","4-Seam Fastball",0.2,1,"234",30,"67","0.271","0.475","0.363",20.4,11.9,12.1,"0.303","0.551","0.401",47.1
"Grisham, Trent",663757,"NYY","FF","4-Seam Fastball",3,7,"234",31.2,"67","0.31","0.707","0.474",17.5,16.4,16.9,"0.26","0.626","0.414",53.2
"McKinstry, Zach",656716,"DET","FF","4-Seam Fastball",0.5,2,"296",35.4,"67","0.321","0.464","0.389",16.4,14.9,11,"0.324","0.465","0.4",38.3
"Muncy, Max",571970,"LAD","FF","4-Seam Fastball",0.9,2,"274",30.9,"67","0.229","0.438","0.39",19.3,22.4,18.5,"0.219","0.432","0.386",64.7
"Jones, Nolan",666134,"CLE","FF","4-Seam Fastball",-1.5,-4,"281",44.3,"67","0.175","0.246","0.25",21.8,25.4,19.8,"0.255","0.504","0.365",53.7
"Sheets, Gavin",657757,"SD","FF","4-Seam Fastball",3.2,6,"196",25.6,"66","0.344","0.754","0.477",19,24.2,29.1,"0.27","0.567","0.376",60
"Bichette, Bo",666182,"TOR","FF","4-Seam Fastball",1.6,5,"291",31.6,"66","0.351","0.544","0.442",11.7,10.6,10.3,"0.346","0.57","0.431",58
"Winn, Masyn",691026,"STL","FF","4-Seam Fastball",1.8,5,"272",32.3,"65","0.275","0.529","0.391",24.4,21.5,17.9,"0.247","0.461","0.359",45
"Guerrero Jr., Vladimir",665489,"TOR","FF","4-Seam Fastball",2.3,7,"296",30.9,"65","0.327","0.577","0.462",18.8,18.5,15.4,"0.355","0.649","0.48",60
"Schanuel, Nolan",694384,"LAA","FF","4-Seam Fastball",1.1,3,"268",30.9,"65","0.358","0.453","0.416",7.4,9.2,10.2,"0.27","0.377","0.351",31.3
"Mullins, Cedric",656775,"BAL","FF","4-Seam Fastball",1.3,4,"307",34,"65","0.298","0.702","0.45",21.7,20,14.9,"0.232","0.451","0.338",38.6
"Arenado, Nolan",571448,"STL","FF","4-Seam Fastball",0.3,1,"230",28.3,"65","0.224","0.483","0.364",9.7,4.6,6,"0.261","0.502","0.364",41.8
"Henderson, Gunnar",683002,"BAL","FF","4-Seam Fastball",-0.1,0,"283",33,"64","0.279","0.443","0.348",24.6,20.3,17.8,"0.323","0.474","0.36",72.9
"Turang, Brice",668930,"MIL","FF","4-Seam Fastball",-1,-4,"377",37,"64","0.212","0.327","0.329",18.8,26.6,14.2,"0.281","0.44","0.376",55.6
"Goldschmidt, Paul",502671,"NYY","FF","4-Seam Fastball",0.6,2,"272",31.4,"64","0.328","0.517","0.387",14.7,9.4,8.6,"0.307","0.6","0.413",48.1
"McCutchen, Andrew",457705,"PIT","FF","4-Seam Fastball",-1.5,-3,"225",27.6,"64","0.214","0.339","0.285",17.3,12.5,12.3,"0.275","0.501","0.364",49
"Contreras, Willson",575929,"STL","FF","4-Seam Fastball",0.4,1,"251",29.3,"63","0.26","0.36","0.342",22.9,27,21.8,"0.309","0.577","0.431",51.4
"Walker, Christian",572233,"HOU","FF","4-Seam Fastball",-0.4,-1,"322",34.5,"63","0.175","0.421","0.29",26.6,33.3,18.8,"0.21","0.425","0.309",52.8
"Wood, James",695578,"WSH","FF","4-Seam Fastball",3.8,10,"262",24.3,"63","0.436","0.855","0.564",22.5,19,18.8,"0.422","0.917","0.579",74.4
"Doyle, Brenton",686668,"COL","FF","4-Seam Fastball",-1.6,-4,"240",33.3,"63","0.175","0.316","0.256",28.7,27,22.7,"0.222","0.402","0.306",52.5
"Smith, Will",669257,"LAD","FF","4-Seam Fastball",0.8,2,"272",35.2,"62","0.265","0.408","0.365",18.9,21,15.1,"0.289","0.564","0.42",56.8
"Hoerner, Nico",663538,"CHC","FF","4-Seam Fastball",0.4,1,"235",28.8,"62","0.327","0.418","0.363",4.4,6.5,6.5,"0.311","0.4","0.341",42.3
"Rodríguez, Julio",677594,"SEA","FF","4-Seam Fastball",1.7,4,"238",28,"62","0.273","0.564","0.39",31.9,25.8,19,"0.301","0.657","0.434",64.1
"Greene, Riley",682985,"DET","FF","4-Seam Fastball",1.4,4,"293",30.2,"62","0.308","0.596","0.433",25.3,27.4,18.9,"0.242","0.541","0.387",40
"Nimmo, Brandon",607043,"NYM","FF","4-Seam Fastball",-1.9,-6,"301",35.4,"62","0.185","0.37","0.272",19.7,16.1,11,"0.291","0.552","0.384",52.2
"Soto, Juan",665742,"NYM","FF","4-Seam Fastball",1.3,4,"293",27.4,"62","0.3","0.56","0.418",16.7,11.3,9.3,"0.36","0.731","0.495",72.7
"Goodman, Hunter",696100,"COL","FF","4-Seam Fastball",-1.2,-3,"244",29.8,"62","0.224","0.379","0.286",25.2,24.2,17.9,"0.274","0.555","0.371",53.5
"Naylor, Bo",666310,"CLE","FF","4-Seam Fastball",-0.3,-1,"211",32.9,"62","0.204","0.537","0.344",17.2,11.3,10,"0.236","0.557","0.366",37.5
"Hoskins, Rhys",656555,"MIL","FF","4-Seam Fastball",1.2,3,"224",25.5,"62","0.216","0.569","0.367",22.4,27.4,21.8,"0.221","0.52","0.367",58.3
"Holliday, Jackson",702616,"BAL","FF","4-Seam Fastball",-0.7,-2,"238",33,"62","0.276","0.448","0.351",18.3,16.1,18.5,"0.294","0.508","0.363",52.1
"O'Hearn, Ryan",656811,"BAL","FF","4-Seam Fastball",3.9,10,"250",33.2,"62","0.423","0.808","0.565",7,6.5,6.9,"0.444","0.787","0.55",54.2
"Steer, Spencer",668715,"CIN","FF","4-Seam Fastball",-1.7,-4,"270",32.5,"62","0.218","0.218","0.253",20.5,29,21.2,"0.224","0.306","0.281",43.2
"Garcia, Maikel",672580,"KC","FF","4-Seam Fastball",-1.3,-3,"268",30.7,"62","0.212","0.288","0.289",17,27.4,22.4,"0.24","0.365","0.323",44.4
"Díaz, Yandy",650490,"TB","FF","4-Seam Fastball",0,0,"224",25.8,"62","0.273","0.455","0.343",17.1,14.5,15,"0.354","0.634","0.448",61.7
"Wells, Austin",669224,"NYY","FF","4-Seam Fastball",3.3,8,"229",30.7,"61","0.28","0.66","0.415",26.3,24.6,20.3,"0.278","0.627","0.404",66.7
"Judge, Aaron",592450,"NYY","FF","4-Seam Fastball",2.9,7,"240",25.3,"61","0.358","0.736","0.491",25,23,19.7,"0.309","0.706","0.46",66.7
"Edman, Tommy",669242,"LAD","FF","4-Seam Fastball",0.7,1,"204",35.3,"61","0.286","0.482","0.359",17.5,18,19.3,"0.317","0.559","0.398",42.2
"Ramos, Heliot",671218,"SF","FF","4-Seam Fastball",1.8,6,"325",34.6,"60","0.321","0.642","0.428",26.4,31.7,17.1,"0.284","0.545","0.379",60
"Hayes, Ke'Bryan",663647,"PIT","FF","4-Seam Fastball",-2.8,-8,"274",32.8,"60","0.143","0.214","0.19",20.6,25,18.3,"0.215","0.385","0.283",51.2
"Vientos, Mark",668901,"NYM","FF","4-Seam Fastball",-0.3,-1,"202",26,"60","0.259","0.517","0.328",24.6,20,17.4,"0.219","0.389","0.262",42.6
"Allen, Nick",669397,"ATL","FF","4-Seam Fastball",-0.9,-2,"234",37.9,"60","0.265","0.265","0.305",14.9,21.7,17.6,"0.222","0.263","0.282",23.7
"Smith, Josh",669701,"TEX","FF","4-Seam Fastball",-0.6,-2,"263",37,"60","0.26","0.28","0.314",14.6,13.3,10.1,"0.28","0.423","0.35",38.6
"Torres, Gleyber",650402,"DET","FF","4-Seam Fastball",0.4,1,"232",29.3,"60","0.294","0.392","0.358",23.9,15,13.4,"0.35","0.692","0.459",45.5
"Peña, Jeremy",665161,"HOU","FF","4-Seam Fastball",4.1,7,"166",20,"59","0.377","0.698","0.481",15.9,11.9,16.3,"0.334","0.584","0.421",54.3
"Sosa, Lenyn",672820,"CWS","FF","4-Seam Fastball",-2.4,-5,"225",33.3,"59","0.22","0.271","0.235",19,27.1,25.8,"0.244","0.377","0.264",46.5
"Ortiz, Joey",687401,"MIL","FF","4-Seam Fastball",0.7,2,"228",31.1,"59","0.22","0.38","0.317",21,20.3,20.7,"0.217","0.342","0.302",35.9
"Abrams, CJ",682928,"WSH","FF","4-Seam Fastball",-0.4,-1,"240",34.5,"59","0.255","0.412","0.358",15,10.2,14.3,"0.263","0.44","0.353",37.8
"Rengifo, Luis",650859,"LAA","FF","4-Seam Fastball",-2.9,-6,"215",31.7,"59","0.189","0.245","0.209",16.4,13.6,12.1,"0.297","0.404","0.323",33.3
"Moniak, Mickey",666160,"COL","FF","4-Seam Fastball",0,0,"191",35.6,"59","0.259","0.481","0.347",27.5,23.7,29.8,"0.258","0.527","0.361",65
"Machado, Manny",592518,"SD","FF","4-Seam Fastball",2.3,6,"260",29.5,"59","0.333","0.627","0.446",27,22,18.3,"0.352","0.771","0.502",81.6
"Mountcastle, Ryan",663624,"BAL","FF","4-Seam Fastball",-1.2,-3,"256",33.4,"59","0.196","0.255","0.272",22.2,22,16,"0.291","0.501","0.368",57.5
"France, Ty",664034,"MIN","SI","Sinker",0.7,1,"193",23.4,"58","0.288","0.327","0.352",14.1,8.6,8.9,"0.272","0.339","0.308",45.8
"Carpenter, Kerry",681481,"DET","FF","4-Seam Fastball",-0.7,-2,"231",30.2,"58","0.218","0.455","0.308",22.1,13.8,13.1,"0.27","0.587","0.374",54.2
"Peña, Jeremy",665161,"HOU","SI","Sinker",2,4,"207",24.9,"58","0.392","0.51","0.447",4.9,10.3,15.4,"0.358","0.492","0.408",55.6
"Langeliers, Shea",669127,"ATH","FF","4-Seam Fastball",-0.9,-3,"270",34.6,"58","0.196","0.353","0.279",21.6,27.6,18.4,"0.216","0.361","0.301",51.4
"Torkelson, Spencer",679529,"DET","FF","4-Seam Fastball",2.7,6,"206",21.8,"58","0.34","0.596","0.455",18.8,15.5,13.6,"0.306","0.635","0.452",57.9
"Kjerstad, Heston",677008,"BAL","FF","4-Seam Fastball",-0.8,-2,"216",37.9,"58","0.216","0.353","0.299",19.8,22.4,21.7,"0.309","0.584","0.418",47.4
"Rafaela, Ceddanne",678882,"BOS","FF","4-Seam Fastball",0.8,2,"216",30.5,"58","0.308","0.481","0.365",26.7,25.9,22.1,"0.311","0.598","0.409",60.5
"Realmuto, J.T.",592663,"PHI","FF","4-Seam Fastball",0.4,1,"234",29.8,"58","0.327","0.49","0.422",13.4,22.4,19.7,"0.304","0.546","0.412",55.6
"Ozuna, Marcell",542303,"ATL","SI","Sinker",3.3,7,"200",19.4,"57","0.467","0.622","0.524",15.7,14,16,"0.367","0.528","0.451",51.4
"Taveras, Leody",665750,"SEA","FF","4-Seam Fastball",-1.8,-4,"248",41.5,"57","0.263","0.368","0.275",28.1,35.1,25.3,"0.178","0.316","0.209",35.1
"Simpson, Chandler",802415,"TB","FF","4-Seam Fastball",1,1,"152",35.4,"57","0.358","0.415","0.355",1.1,0,0,"0.372","0.433","0.379",14.8
"Isbel, Kyle",664728,"KC","FF","4-Seam Fastball",-0.8,-2,"210",41.2,"57","0.314","0.51","0.353",17.3,15.8,17,"0.236","0.354","0.258",27.7
"Bell, Josh",605137,"WSH","FF","4-Seam Fastball",0.5,1,"214",29.4,"56","0.191","0.511","0.362",23.4,14.3,14.3,"0.287","0.577","0.418",43.6
"Meyers, Jake",676694,"HOU","FF","4-Seam Fastball",-0.1,0,"190",27.5,"56","0.292","0.375","0.344",16,16.1,16.4,"0.294","0.492","0.381",42.5
"Aranda, Jonathan",666018,"TB","FF","4-Seam Fastball",2.3,7,"322",37.1,"56","0.364","0.614","0.479",32.1,37.5,18.3,"0.247","0.465","0.387",56.5
"Baldwin, Brooks",681460,"CWS","FF","4-Seam Fastball",-2.3,-5,"240",44,"56","0.157","0.255","0.215",25.8,30.4,25.4,"0.19","0.365","0.269",40
"Rooker, Brent",667670,"ATH","SI","Sinker",0.3,1,"158",17.1,"56","0.34","0.453","0.381",8.6,7.1,20,"0.414","0.58","0.443",44.9
"Bichette, Bo",666182,"TOR","SI","Sinker",-1.2,-2,"191",20.7,"56","0.259","0.315","0.277",10.5,14.3,18.6,"0.315","0.416","0.325",46.8
"Springer, George",543807,"TOR","FF","4-Seam Fastball",0.5,1,"225",26.9,"56","0.239","0.478","0.379",31,28.6,21.1,"0.253","0.566","0.407",60
"Díaz, Yandy",650490,"TB","SI","Sinker",-1.6,-4,"216",24.9,"55","0.208","0.377","0.253",10,9.1,16.1,"0.279","0.51","0.339",51
"Beck, Jordan",687597,"COL","FF","4-Seam Fastball",1.7,4,"244",33,"55","0.292","0.563","0.405",31.3,36.4,24.7,"0.304","0.627","0.43",57.1
"Lux, Gavin",666158,"CIN","FF","4-Seam Fastball",3,7,"231",28.9,"55","0.458","0.708","0.525",17.3,23.6,18.6,"0.31","0.437","0.369",51.4
"Hernández, Teoscar",606192,"LAD","FF","4-Seam Fastball",1.1,3,"230",34.4,"55","0.321","0.547","0.382",24.6,14.5,12.3,"0.327","0.634","0.415",48.9
"Alonso, Pete",624413,"NYM","SI","Sinker",3.6,9,"254",23.5,"55","0.422","0.667","0.51",16.1,9.1,7.5,"0.375","0.646","0.482",47.5
"Trout, Mike",545361,"LAA","FF","4-Seam Fastball",0.8,2,"228",42.4,"55","0.229","0.521","0.362",30.2,29.1,25,"0.219","0.501","0.352",43.8
"Walker, Christian",572233,"HOU","SI","Sinker",0.3,1,"177",19,"54","0.326","0.413","0.396",15.1,14.8,22.2,"0.328","0.487","0.401",50
"Correa, Carlos",621043,"MIN","SI","Sinker",0.8,1,"175",25.8,"54","0.3","0.5","0.356",11.5,13,17.9,"0.289","0.444","0.337",40.9
